HomePage,1954,1669,1623,2354,2602,3106,96,4858,0.205%,7.94073,14710.80,4.27
Page1,1950,17996,12007,15251,96826,102830,6094,108435,20.769%,5.61490,78519.16,6.93
Page2,1545,7793,6830,8955,9706,80444,0,97531,97.540%,4.65409,29583.83,3.30
Page3,38,1348,1098,2424,2623,3839,0,3839,71.053%,.17532,96.29,0.05
Page4,11,2181,1845,3390,3390,3873,1108,3873,63.636%,.05622,44.13,0.01
Page5,4,137,33,271,271,271,9,271,0.000%,.02320,0.69,0.01
TOTAL,5502,9173,6748,13199,14706,100478,0,108435,35.442%,15.78191,116856.41,13.10
